7.323331832885742188e-01,5.604895353317260742e-01,4.045516845962993102e-07
7.184284329414367676e-01,5.559377074241638184e-01,3.700220077007543296e-07
6.847965717315673828e-01,5.561667680740356445e-01,3.837379836113541387e-07
6.482594013214111328e-01,5.596089959144592285e-01,3.593586086481082020e-07
6.376011967658996582e-01,5.579022169113159180e-01,3.382833710929844528e-07
5.987535715103149414e-01,5.557651519775390625e-01,3.432033679473533994e-07
5.573449134826660156e-01,5.586373209953308105e-01,3.008268265602964675e-07
5.352719426155090332e-01,5.596764087677001953e-01,2.508123770894599147e-07
4.970825016498565674e-01,5.639618635177612305e-01,2.529268385842442513e-07
4.706054925918579102e-01,5.651406049728393555e-01,2.127177225474952138e-07
4.355781674385070801e-01,5.760262608528137207e-01,2.013990609839311219e-07
4.162499904632568359e-01,5.763610005378723145e-01,1.673668350576917874e-07
3.794920146465301514e-01,5.771908164024353027e-01,2.075422855796205113e-07
3.679521977901458740e-01,5.753372907638549805e-01,1.536382256972501636e-07
3.456368148326873779e-01,5.756645798683166504e-01,1.536134419666268514e-07
3.429844379425048828e-01,5.726783275604248047e-01,1.787242069895000895e-07
3.373844623565673828e-01,5.748405456542968750e-01,1.758431551479588961e-07
3.387624919414520264e-01,5.689055919647216797e-01,1.823547250978663214e-07
3.540586233139038086e-01,5.657706260681152344e-01,1.690099651341370190e-07
3.677442073822021484e-01,5.641338229179382324e-01,1.652827279485791223e-07
3.906455934047698975e-01,5.623366832733154297e-01,1.606805142273515230e-07
4.051426649093627930e-01,5.582775473594665527e-01,1.633924853194912430e-07
4.425954520702362061e-01,5.602238774299621582e-01,1.375490796817757655e-07
4.653997123241424561e-01,5.609710216522216797e-01,1.635739437233496574e-07
5.002828240394592285e-01,5.555797219276428223e-01,1.644631169028798467e-07
5.243191123008728027e-01,5.533453226089477539e-01,2.087245292159423116e-07
5.726404190063476562e-01,5.491600036621093750e-01,1.651696805993196904e-07
6.239075660705566406e-01,5.447641015052795410e-01,1.970872318679539603e-07
6.423974633216857910e-01,5.480405688285827637e-01,2.733015662670368329e-07
6.868802309036254883e-01,5.554009675979614258e-01,2.105749530301181949e-07
